sep=, 
EKG Messung vom 28.01.2019 19.38.36
gemessen mit dem EKG Dongle der Hochschule Luzern BAT HS18

 
 , Lead1, Lead2, Lead3, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
0,-55.952146477066,167449.35725093,167505.309397407,-167477.333324169,-27.976073238533,152925.715244984,138346.121092561,138400.925613743,138626.682997323,138553.148365188,138281.291090026,138214.598903048
1,-154.24682965735,461163.92847688,461318.175306538,-461241.051891709,-77.1234148286749,421160.220931957,381002.266557376,381153.331111205,381774.862698998,381572.53919986,380823.981041812,380640.068942877
2,-316.140183030046,943826.607111326,944142.747294356,-943984.677202841,-158.070091515023,861946.991433074,779751.235571792,780060.760875882,781332.762424432,780918.472077746,779386.664459366,779010.312099572
3,-583.635659759166,1741816.55965773,1742400.19531749,-1742108.37748761,-291.817829879583,1590696.70520795,1438993.21509841,1439564.314226,1441911.96826726,1441147.56315699,1438320.55849359,1437626.2873814
4,-1078.33211680315,3217776.84444947,3218855.17656627,-3218316.01050787,-539.166058401577,2938590.78101568,2658326.3854651,2659381.20810697,2663718.29767133,2662305.73800695,2657083.12629854,2655801.21556798
5,-2636.83092671353,7874176.42588416,7876813.25681088,-7875494.84134752,-1318.41546335677,7191025.87754926,6505238.49828765,6507818.65947513,6518432.87350772,6514975.52531566,6502194.39427406,6499057.66813128
6,-1087.49929229869,3217729.1718285,3218816.6711208,-3218272.92147465,-543.749646149343,2938225.12155905,2657633.5719973,2658693.53795597,2663026.01564504,2661615.9844677,2656398.82994907,2655113.39608053
7,-598.277341990033,1741678.48154862,1742276.75889061,-1741977.62021961,-299.138670995017,1590118.52486335,1437960.29083608,1438537.22431783,1440890.92938657,1440114.61708842,1437290.47447226,1436608.09868735
8,-315.787538675941,944013.59355592,944329.381094596,-944171.487325258,-157.89376933797,861517.313895338,778705.24669608,779000.75043235,780283.651449287,779871.215162681,778331.575288998,777970.151098902
9,-158.842015951872,461295.843032576,461454.685048528,-461375.264040552,-79.4210079759359,420662.015099364,379869.345150201,380017.103175197,380641.658141345,380417.720937556,379669.428339879,379499.412955476
10,-54.3706913277565,167933.174146401,167987.544837729,-167960.359492065,-27.1853456638783,152660.653305597,137333.761773465,137387.585832364,137627.024172673,137545.43016267,137272.309178382,137195.819673166
11,2.57452551167808,116.898457067786,114.323931556108,-115.611194311947,1.28726275583904,-538.049954090588,-1190.42383973728,-1203.03674110986,-1198.57342833301,-1195.37419854308,-1197.28295866979,-1198.28987235492
12,5.2315525066806,128.525796594651,123.294244087971,-125.910020341311,2.6157762533403,-535.883616524516,-1195.061477137,-1189.78161568474,-1189.08551015225,-1183.36773805326,-1190.81593705295,-1198.0541741396
13,0.463163163978606,7.88639685552334,7.42323369154474,-7.65481527353404,0.231581581989303,-634.749214553129,-1276.9216627978,-1286.02483235582,-1289.73005754797,-1280.06194388546,-1278.44824445373,-1294.75236843372
14,-4.38309433366521,10.3806425936637,14.7637369273289,-12.5721897604963,-2.19154716683261,-639.199812306106,-1293.16336153954,-1289.8112182272,-1296.887694228,-1292.21630408207,-1286.14705220866,-1289.69777923849
15,-1.79471821626066,56.8759990961698,58.6707173124305,-57.7733582043002,-0.897359108130331,-613.634372496424,-1285.93946230528,-1285.33378048395,-1285.59235857578,-1274.01664004708,-1276.73698125436,-1283.15379348974
16,1.57229998294497,146.498562468507,144.926262485562,-145.712412477034,0.786149991472485,-548.787473421355,-1242.50120932827,-1241.15211911031,-1229.2028673187,-1242.96046948642,-1229.72715784438,-1223.42479429266
17,4.62121625675354,16.6913760421739,12.0701597854204,-14.3807679137972,2.31060812837677,-656.740067183244,-1325.55029415191,-1331.57238779415,-1332.42517061852,-1328.35833245202,-1330.69956553492,-1322.26478932862
