sep=, 
EKG Messung vom 28.01.2019 19.32.51
gemessen mit dem EKG Dongle der Hochschule Luzern BAT HS18

 
 , Lead1, Lead2, Lead3, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
0,-5.81041933657252,119.835575501522,125.645994838094,-122.740785169808,-2.90520966828626,-447.093866382333,-1019.83372760276,-1032.09446113801,-1014.89074686871,-1014.63359892493,-1023.19978044051,-1020.36600777935
1,12.3167284564406,-22.8332793544978,-35.1500078109384,28.9916435827181,6.15836422822031,-543.148854641928,-1051.14770147292,-1050.01471233234,-1056.2895100741,-1057.44527199029,-1066.42871716776,-1051.42437127707
2,-5.61029673696612,47.6080239427974,53.2183206797636,-50.4131723112805,-2.80514836848306,-407.840101086433,-868.898522852629,-876.417932457844,-870.313617813081,-877.794530620246,-856.844931984233,-861.519819785841
3,-2.16510936702252,-63.5486282982747,-61.3835189312522,62.4660736147634,-1.08255468351126,-580.143535043928,-1098.9035511566,-1092.0535475736,-1088.71465841174,-1077.58401582332,-1098.32094935447,-1095.97249257215
4,4.01973525289213,31.00514246081,26.9854072079179,-28.995274834364,2.00986762644607,-515.548559543211,-1058.08252629434,-1059.95423645538,-1061.74288746697,-1059.02678054391,-1064.49588680919,-1055.34170965428
5,0.47295871694223,-118.918947738741,-119.391906455683,119.155427097212,0.236479358471115,-573.479105580322,-1027.56630470496,-1019.07603860527,-1021.69936257042,-1017.69568359875,-1018.76123999816,-1027.20480657191
6,-7.02962306712288,1.085301145009,8.11492421213188,-4.60011267857044,-3.51481153356144,-506.08749843562,-1020.28992108337,-1021.4619584716,-1031.14825123289,-1022.885849613,-1027.13320934854,-1025.95918136608
7,-12.1900113081792,153.253212901502,165.443224209681,-159.348218555591,-6.09500565408962,-447.446565360689,-1060.33635493106,-1053.16923520007,-1056.08029300533,-1055.93192563218,-1056.58185272003,-1059.7666670834
8,-0.263446673605358,-25.3477317914658,-25.0842851178604,25.2160084546631,-0.131723336802679,-524.427458755148,-1023.77063239244,-1024.92283270686,-1022.09545626695,-1017.71060547169,-1013.2663680538,-1028.35695924927
9,-1.20529469760368,58.1567493193143,59.3620440169179,-58.7593966681161,-0.602647348801838,-489.192980535285,-1037.74800508749,-1050.49143861144,-1044.11022481252,-1049.14786376426,-1048.66441880609,-1042.901990282
10,-3.48358944812207,-79.4839431068976,-76.0003536587756,77.7421483828366,-1.74179472406104,-803.054782805921,-1530.10921195307,-1532.43020315946,-1527.89580714374,-1532.92963509538,-1545.48292205323,-1539.97010218492
11,-2.38695462190663,-7.4335274483019,-5.04657282639528,6.24005013734859,-1.19347731095331,-991.256670986506,-1977.46676914662,-1981.80958478976,-1984.67784670714,-1991.31731805817,-1979.2048705779,-1990.0636369737
