sep=, 
EKG Messung vom 28.01.2019 18.48.06
gemessen mit dem EKG Dongle der Hochschule Luzern BAT HS18

 
 , Lead1, Lead2, Lead3, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
0,-56.0387597068911,167454.294205031,167510.332964738,-167482.313584885,-28.0193798534456,83755.1664823691,0,0,0,0,0,0
1,-154.810166817973,461184.43252224,461339.242689058,-461261.837605649,-77.4050834089867,230669.621344529,0,0,0,0,0,0
2,-316.894951511873,943875.774704391,944192.669655903,-944034.222180147,-158.447475755936,472096.334827952,0,0,0,0,0,0
3,-584.659623464569,1741910.97731681,1742495.63694027,-1742203.30712854,-292.329811732285,871247.818470137,0,0,0,0,0,0
4,-1080.02525305608,3217950.27342468,3219030.29867774,-3218490.28605121,-540.012626528041,1609515.14933887,0,0,0,0,0,0
5,-2640.57360408548,7874540.79088917,7877181.36449326,-7875861.07769121,-1320.28680204274,3938590.68224663,0,0,0,0,0,0
6,-1092.32963294163,3218138.28785461,3219230.61748755,-3218684.45267108,-546.164816470817,1609615.30874378,0,0,0,0,0,0
7,-576.181905634468,1741866.08777178,1742442.26967741,-1742154.17872459,-288.090952817234,871221.134838705,0,0,0,0,0,0
8,-308.723129193997,943934.048351347,944242.771480541,-944088.409915944,-154.361564596999,472121.38574027,0,0,0,0,0,0
9,-156.573276838579,461109.653566526,461266.226843364,-461187.940204945,-78.2866384192894,230633.113421682,0,0,0,0,0,0
10,-39.9888256145932,167419.023320544,167459.012146158,-167439.017733351,-19.9944128072966,83729.5060730792,0,0,0,0,0,0
11,-10.3489267432014,-64.5547218255233,-54.2057950823219,59.3802584539226,-5.17446337160072,-27.1028975411609,0,0,0,0,0,0
12,-5.69317475915886,35.7958732587285,41.4890480178874,-38.642460638308,-2.84658737957943,20.7445240089437,0,0,0,0,0,0
13,2.43334910264821,-208.62735858871,-211.060707691358,209.844033140034,1.2166745513241,-105.530353845679,0,0,0,0,0,0
14,-1.03991602826864,47.9330343082838,48.9729503365525,-48.4529923224181,-0.519958014134318,24.4864751682762,0,0,0,0,0,0
15,14.8827163685637,21.5570717065712,6.67435533800744,-14.1157135222893,7.44135818428185,3.33717766900372,0,0,0,0,0,0
16,-0.624214118317468,34.7789345593483,35.4031486776657,-35.091041618507,-0.312107059158734,17.7015743388329,0,0,0,0,0,0
17,-15.539066720492,-35.8567072608275,-20.3176405403356,28.0871739005815,-7.76953336024599,-10.1588202701678,0,0,0,0,0,0
18,-5.6697748703009,13.0511081447767,18.7208830150776,-15.8859955799271,-2.83488743515045,9.36044150753878,0,0,0,0,0,0
